,country,city,state,relocation,profile0,interest_frontend,interest_fullstack,interest_ux,interest_business,interest_operations,JavaScript,HTML,CSS,NoSQL,Non-relational Databases,React / Redux,Angular,Server-side JavaScript,Agile Methodology,Trend Analysis,Java,Python,Sketch,Figma,Animation Software,Machine Learning,Alteryx,Tableu,R,profile1,profile2,profile3,profile4,profile5,education,field_of_study,prior_employment,work_exp,work_exp_relevant,last_job,verbal_skills,work_auth,work_auth_sponsorship,level,scheduling,relocate_dallas,relocate_new_york,schedule_full,schedule_part,level_intern,level_short,level_long
30,US,Atlanta,Georgia,"New York City, NY",Graphic Designer,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,"I am working on a project now for an organization called Active Plus. They provide youth fitness, wellness and mindfulness programming for underserved communities in NYC. I am helping them design a mobile application to increase engagement and tackle the challenges of motivating youth to engage in practicing holistic wellness during the COVID-19 pandemic.","Miro, Slack, Adobe InDesign, Adobe Photoshop, Adobe Illustrator, Marvel, Trello",,,,4,Visual Art,True,3,0,I was brought on board by the Active Plus team to help design a new mobile app experience for their users. I am conducting user research and market research to inform the design process.,2,True,False,Permanent / Long-term work,Full-time (at least 40 hours per week),0.0,1.0,True,False,False,False,True
31,US,Dallas,Texas,"Dallas, TX",Creative Design,3,0,0,0,0,3,0,3,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,Creative Writing,"Excel, WordPress, Ecwid, Image Editing","At a very early age I got interested in computer gaming. I admired how my sister and her friends played computer games, specifically, the ClueFinders educational computer game series. Even though I was several years before fourth and fifth grade, I challenged myself by configuring the settings to be almost high school levelled. The ClueFinders games gave me a jumpstart to my education and got me interested in education through gaming.",I think I am good at researching by reading online documentation. I like guiding people through different challenges. I like giving people advice and sharing ideas with them. I like creative problem solving. I can also speak Spanish.,It's important to me to be part of a team that effectively collaborates. I would like to be part of a workplace that shares important information to get tasks done. I prefer a good company culture where people are kind to each other.,4,General Business,True,3,2,"● Assign pricing, pictures, descriptions and product attributes to the website
● Upload new products and made Excel Sheets
● Oversaw uniform shipments through packing and tracking orders
● Prepare Email Blasts and Contact Potential Clients
● Work on Search Engine Optimization
● Using Spanish",1,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",1.0,0.0,True,True,True,True,True
32,US,Lexington,Kentucky,"New York City, NY",Cybersecurity,4,5,4,0,0,2,2,2,1,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,Working on HomePrint's backend database really interested me. It showed me the potential of databases to provide powerful insight to users.,"C++, MySQL","Taking an introductory course in Computer Science to see if I wanted to switch majors made me passionate about CS and technology in general. Despite having no previous programming experience, I ended up winning an award for my work as a first-year CS student. Taking two web design classes and a databases course made me realize I have a particular interest in web technologies.","I am a visual learner, and I like thinking through a problem to find the most creative and efficient solutions. I also consider the security of my code important, and I try to learn about how to find and mitigate any vulnerabilities in my projects.","I value honesty and would like a workplace that values honest and clear communication. I also enjoy collaboration with teammates, because while we each should be contributing our fair share to the team project, giving insight to each other can enrich our own endeavors and make the overall product much better than if we were more isolated.",4,Computer Science,True,0,0,"Helped design and develop the backend MySQL database which stored relevant data for our home appliance maintenance app.
Team won 1st place at TechStars Startup Weekend Lexington 2019.
Continuing working on ideas and features for this project to be merged pending the approval of other team members.",1,True,False,"Permanent / Long-term work, Paid internships, Contract work / Short-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
33,US,San Francisco,California,I'm Not Sure,,0,0,0,4,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,,,"I have a five-year proven technical and leadership aptitude in administration and management environments, I bring in the customer focus and can work with user research team to combine qualitative findings with my quantitative insights from this experience. This organization is looking for an Analyst that learns quickly I recently graduated from UC Berkeley’s 24 week Data Analytics and Visualization Bootcamp where we learned SQL, python, and gained strong data analytics and insights.","I'm well versed in presenting to executive staff and driving cross-functional collaboration across varied organizational subcultures, and global teams. I find great satisfaction in extracting insights from data that inform decision-making and drive growth and am ready to bring this to any team.","I want to grow with a company personally and professionally, be a pioneer in creating the best practices, and enable stakeholders using our services, whether internal or external, to deliver results quickly and efficiently.",4,Health Science with a concentration in Administrative Services,True,2,0,"• Execute projects from locating patron book requests, answering inquiries, replacing returned items, and assisting in youth homework tutoring
• Train library volunteers on procedures, policies, and services offered
• Provide support to the Library Branch Teamion here!",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.5,0.5,True,True,True,True,True
34,US,Washington,District of Columbia,"Dallas, TX","I would welcome the opportunity to produce 2D or 3D graphics or illustrations, whether for presentation, marketing, internal use, or any other application.",5,0,5,0,0,3,3,3,0,2,3,1,2,3,0,2,2,1,0,1,0,0,0,0,"For years, I have built my career in front-end development.  Most recently, I completed General Assembly's immersive course for full-stack software development.  For our final project, the class undertook a single group project together.  I was voted in as front-end team leader, due to my contributions in UX/UI design on our previous group and individual projects.  As team leader, I produced the design brief, styleguide, and mockups that empowered the front-end team to complete tasks in parallel.  I also managed the reporting system for front-end development tasks, and met with my team daily to ensure smooth completion of our side of the project.  The final product is viewable at: 
https://developerverse.netlify.app/","Photoshop, Illustrator, InDesign, Premiere, XD, Blender, SketchUp","I have always held an interest in user interface design.  When I was younger, I was fascinated with how things worked, and the most directly accessible part of ""how something works"" was its controls.  My time spent considering why buttons and switches were arranged in a particular way eventually developed into an interest in digital interface design, where an application's visual clarity is of paramount importance.","I am quick on the uptake, and I feel particularly comfortable talking through a project's requirements and deliverables with both coworkers and clients.  I am an extremely level-headed, effective communicator.  I am continually moving forward, seeking to grow my skills and by extension my career opportunities.","I am looking for a space that values collaboration and rapid iteration to complete objectives within a larger project framework.  I'm looking for a place where I can consistently and continuously deliver excellent design.  It may sound cliché, but I really enjoy the act of creating.",4,Computer Science,True,3,3,Aided professional clients with fast and effective supply chain fulfillment.,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,True,True
35,US,South Jordan,Utah,Neither of them,,5,4,5,0,0,2,2,2,2,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,"The project I worked recently is Shifty planner. It is a shift management and timekeeping system with a focus on the needs of first responders. I developed it using MERN stack. The application allows the first responders to have visibility into their allocated schedule along with options to trade selected dates with their peers. Once a trade is triggered, the app sends email notification to all the peers in the group. The other employees can either `Propose/Reject` the trade. The propose flow allows them to suggest their convenient dates to trade with the original requester. The original requester can then accept the proposal convenient to him from the dates suggested by his/her peers which will then update the calendar for the involved parties.

It's a team project and I worked as a full-stack developer focusing on the Front-end React components including calendar, and trade flows. For backend, I developed NoSQL queries in Mongo and created APIs required for the front-end to implement routine. The project gave me immense experience in MERN stack and React.","Selenium, Manual Testing, Performance Testing(JMeter)","While I was working on manual testing, I raised a bug for a critical functionality issues. Out of curiosity, I tried to inspect the code and analyze the root cause. That's how I became more interested in front-end development, which made me enroll for the Full Stack Web development boot camp at the University of Utah.","I am a fast learner and a passionate team player. I can collaborate with other team members to accomplish the milestones. I am always creative at work and always provide ideas/suggestions as required. I am known for accountability, dedication, and commitment to meet deadlines and uneffaced when challenged with complex problems.","My ideal workplace is where I can apply my creative skills, widen my knowledge, and find excellent success opportunities. An open communication channel would be best. There should be some flexibility and a place to hear my ideas/thoughts/suggestions.",4,Engineering,True,2,1,"I did both performance and manual testing for various projects. Collaborated with the team to solve complex JMeter correlation, and scripting challenges to deliver critical load testing projects on-time. As part of manual testing, I improved the quality of the application by testing, verifying and validating the functionality and user stories across a broad variety of devices, operating systems, browsers, and platforms.The experience helped me to widen my skills such as teamwork, onsite-offshore coordination, and localization testing.",2,False,True,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,0.0,True,True,True,True,True
36,US,New York City,New York,"New York City, NY","Video production/editing, audio/podcast editing",2,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,"coming up with ideas for a documentary, planning, interviewing, graphics, editing, and distribution of videos","Adobe Photoshop, Text wrangler (CSS), Motion, Illustrator","Since I was young, I have always been fascinated with transformation. From the time as a child performing as a magician, to today when I produce a video. Every career move was based in turning something into something else. When in high school, I would learn basic coding from copying game code from the computer magazines and I could see how if I changed a color code or a size how it affected the final product. For college, and beyond, I always chose something that combined art and science.","I am a creative problem solver. I approach from an unexpected angle. This also is how I approach research and I usually not only always find an answer, but help develop questions that should be asked in finding the solutions and I find patterns. This has come in handy, for instance with genealogy research which I also love. Bringing creativity into projects is also a skill I can provide. Finding the joy in ordinary objects and subjects is what I love to do. I find passion that is overlooked.","A place of trust that puts judgment aside. Working with people who are doing their best brings out my best. Adapting and creating new ideas and solutions is a workplace that I would like to work in. One that values input no matter the hierarchy; Listening, not delegating; Asking and connecting, not telling.",4,Visual Culture,True,4,0,"Sang, and acted in cabarets and currently a virtual play. In addition, I edited videos for the songs since we filmed ourselves in front of a green screen.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work, Unpaid internships","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
37,US,New York City,New York,"New York City, NY",,4,5,0,0,0,3,3,3,2,3,3,0,3,0,0,0,1,0,0,0,0,0,0,0,"I love music, and I love to code. I created a website where users can suggest Spotify songs on a particular playlist. That song has 24 hours to get a majority of votes from other users to get permanently added to that playlist. I loved working with Spotify's API as much as I loved styling the data using React",Excel,"I studied math in college but never knew what I what field I wanted to step into. I also took two Logic classes that I absolutely loved. A few years after graduating, a few people suggested I checked out coding. I took one Udemy Course and because of my passion for math and logic, I immediately knew I wanted to get into web development.","I have the ability to approach large problems objectively and break it into smaller problems, therefore making it easier to tackle. I also find it easy to work and collaborate with other team members because of my ability to communicate .",A company that puts the user first is really important to me. I also want to work with people that are constantly trying to grow both personally and professionally.,4,Mathematics,True,4,0,I waited tables or worked private events 6 days a week. I maintained an average of at least $6000 in revenue on private events for one year which helped promote me to Events Captain. I also consistently achieved the highest guest check averages among all full-time servers through suggestive sales techniques and focus on enlightened hospitality.,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work, Unpaid internships",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,True,True
38,US,New York City,New York,"New York City, NY",No,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I called potential clients and guided them through the application process for getting a loan.,"Word, Excel, PowerPoint, Wordpress",Working for boutique companies from past internships didn't excite me because of how small it was. Twenty people in a company is to small for me and would love to experience working for a well established company that is recognized around the world. I want to work for big time firm so I can feel that I am apart of something.,"I am committed to my craft and being punctual. I like to be early for any occasion because being on time is essential for being professional. I work hard at everything I do, I give it my all and when I don't understand something I will try to figure it out on my own first then if I still haven't figured it out then I will ask for help.",I can thrive in a company where people are willing to help me when I don't understand me. I want to be able to work at a place where you aren't looked down upon if I don't understand something the first time.,4,Business Administration with a concentration of Human Resources,True,2,2,"Your description here!
I made cold calls to various people trying to give them business loans and I also walked through the application process when they decided to take a loan.",2,True,False,"Paid internships, Permanent / Long-term work, Unpaid internships","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,False,True
39,US,Cedar City,Utah,I'm Not Sure,,5,4,5,0,0,2,3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,Programmed a manner to display names from a database in a Wix site that is ind development.,"Microsoft Office Products, C++, Eclipse, MySQL, and XCode.","As a person who plays video games, I was drawn to the nature of how they are designed. I have taken programming classes since high school, learning many different programming languages along the way. Each one is similar in some ways but have their own distinct qualities, and learning how to work with them has helped me develop an appreciation for the work that goes into them.","I am a reliable and dependable worker. If I work on a given day, I will do so unless life makes it impossible. I am also a focused and dedicated worker, when I am given a task I will get it done. Also dedicated to making as few errors as possible, triple checking when I can.",I wish to work for a company that allows me to best utilize my talents and apply them to help others. I want to be able to make some jokes and be pleasant to be around. But I simultaneously desire to work in an environment wear every is serious about completing the work they are given.,4,Information Systems,True,2,0,"Handle Carts in the Parking lots, help customers with carry-out items, and handle trash in the parking lot.",2,True,False,"Permanent / Long-term work, Paid internships, Contract work / Short-term work",Part-time (less than 40 hours per week),0.5,0.5,False,True,True,True,True
40,US,Atlanta,Georgia,"New York City, NY",,4,5,0,0,0,3,3,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,0,"Music is for Me, a site for music tutors/students using node.js, react, mongoDB, and express.js","microsoft office, vs code","Since I was very young, I have always had a passion for technology. I enjoy trying new devices and building/using computers. Getting into software development has been a very natural step up from that passion. I enjoy the puzzle-like process of development as well as the feeling of accomplishment when I get to use the finished product.","While I wouldn't consider myself a leader necessarily, In all of my projects where I have worked with a group I have been able to help my group members with any issues or ideas they were stuck on. If its a subject that I am knowledgeable about, I am fairly patient when it comes to explaining the topic and am good at coming up with various ways to explain something if the team member isn't understanding it.","An idea workplace for me is one where I feel like I am a meaningful part of a team and where our work feels like it has an impact. I want to work on projects where, further down the road, I can look back and feel like I've done something significant.",4,Computer Science,True,1,0,I used the Wix editor to create a website for an Author and continue to edit/update it with any changes or new items they ask for.,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,True,True
41,US,Los Angeles,California,"Dallas, TX",,3,3,0,5,5,2,2,2,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,Looking to bring my 13 years of experience to help drive business for the future,,I am small business owner/operator who understands the needs of todays market and combined with my newly found but constantly developing software development skills I am confident that I can provide meaningful contributions to the team!,I would like to bring my invaluable experience that I have gained over the years and use them combined with my software development skills to create innovative and creative solutions to our everyday problems.,"A workplace where co-workers can share ideas, collaborate and take ownership of their own responsibilities",1,,True,4,0,"Owned and operated two local liquor stores, managing all departments and team
members.
Finance - Oversaw $200,000+ of gross monthly revenue
Inventory - Worked with suppliers to make sure products are always in stock
Customer Service - Handled customer concerns as they arise
Human Resources - Managed a team of 15 employees including recruiting,
training, employee relations and payroll
Cashier - Worked with a register of $2000",1,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,True,True
42,US,Washington,District of Columbia,"New York City, NY",Game Design,5,0,5,0,0,1,2,2,0,0,0,0,1,2,0,0,0,2,3,2,0,0,0,0,"I have worked on a couple of important projects throughout my career. What's really crucial for me when starting one is to get very clear on the goals right at the start and then create a plan with milestones. I also like dealing with the most difficult parts of the projects early on—that way in case there are any significant issues, I'll still have a nice amount of time to complete before the deadline. I also typically break down large tasks into smaller chunks, so that it is easier to know where to start. Detailed planning is very important to ensure an important project goes smoothly. For example, in the last couple of months, I was the lead interaction designer and I was tasked to create a high-fidelity prototype using Adobe XD. I created a design library for the look and feel of the platform and to make sure it will be consistent throughout the design process, I always make sure to annotate all of the interactions, colors, functions of the buttons, and many more.","Adobe XD, Photoshop, After Effects, Lightroom, Axure, Microsoft suites","Growing up, I had a passion for the arts and technology. I became fascinated by and curious about the way people think, feel, and behave and how products could help users live more fulfilling lives.","My previous work experience includes innovation in many areas, including strategies for more effective teamwork. At my previous company, I devised strategies for improving teamwork and creativity among members of team projects. I can bring to your organization not only my ideas from my previous job but my general passion for innovation too.",My ideal work environment is one that focuses on teamwork. I like companies that put an effort in gelling the group together and making sure everyone is supported. I like that sort of structure and formality of knowing what you’re supposed to do and when you are aware of the situation. I work best when I have a group of positive people working around me and where I can focus on putting my talent to work.,4,Tourism and Hospitality Management,True,2,0,"Lead Interaction Designer and collaborating with other designers, and engineers to provide UX​ design strategies for individuals, businesses, and organizations in the town of Frederick to help​ boost tourism and provide a safe travel experience during the pandemic.
● Identifying and solving complex problems for both the business and the consumer.
● Ideating innovative solutions for products and services and conducting usability studies,
wireframing, prototyping, and presenting findings and solutions.",2,True,False,"Paid internships, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,False,True
43,US,New York City,New York,"New York City, NY",,5,0,0,0,0,2,2,2,2,2,2,0,3,1,0,0,2,0,0,0,0,0,0,0,"Building out a dungeons and dragons character sheet management web application. Video and Tabletop games are a passion, but I would love to work within a diverse and challenging environment.",Image processors and compressors,,,,4,Recording Arts,True,3,0,"Scheduled hundreds of clients with 80 dog trainers across the US and Canada. All trainers had specific abilities, training hours, costs which had to be discussed with potential clients cleanly and efficiently. Sold 1.8 million in gross sales in 18 months.",2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
44,US,Austin,Texas,I'm Not Sure,,5,5,3,0,0,2,2,2,2,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,"In the project Tarot Diary, I used Node.js, MongoDB and Bootstrap to create a full-stack application. It was my second web application and I love that it combines my passion around wellness and mental health with my coding skills. I plan to refactor it into a React application in the new year!",Adobe Photoshop + Illustrator; Git; Microsoft Office; Google Drive,"I love finding elegant solutions to repetitive tasks and I love creating beautiful user experiences. I remember when I made my first website as a teenager: it was just a live journal, but I remember loving that it gave me the chance to express myself using HTML and CSS. In the last two years, as I've been learning JavaScript, I have particularly enjoyed creating interfaces that allow me to make repetitive tasks, such as data entry, much simpler.","I am a wonderful communicator and a team player all around. While I love hunkering down to do work on my own, I thrive in a collaborative environment because I love celebrating my colleague's wins and supporting others through challenges as well.",I value a workplace where my colleagues and I can be ourselves. I thrive in environments where people can be honest about how they are thinking and feeling and disagreements are welcome.,4,I received a Masters in Art History in 2017.,True,3,1,"Participating in daily stand-ups and project meetings using Scrum.
Working closely with the Product Owner to organize Agile design sprints.
Coding WCAG-compliant designs in React.js using the Material UI framework.
Implementing Figma Wireframe elements as reusable React components.
Validating and persisting user data in Firebase NoSQL server.
Tech Stack: React, Node.js, Cloud Firestore, GitHub.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.5,0.5,True,True,True,True,True
45,US,San Francisco,California,"Dallas, TX","Data Analyst, Quality Assurance Engineer",4,5,0,0,0,3,3,3,0,0,2,0,3,0,0,0,3,0,0,0,0,0,1,2,"During my last quarter at UC Davis, I created a Lost and Found website for the school, something it had seemingly lacked for some reason. It was an individual project therefore I assumed the role of full-stack developer, building out the back-end to support the necessary operations and implementing the front-end according to the specifications of our designer. This experience had a tremendous impact on my mindset and further cemented my desire to pursue a career in full-stack development because it allowed me to see first hand the utility of full-stack development in providing real-world value to different groups of people.","C, C++, Git, OpenGL, D3.js, Visual Studio, XCode, Linux, Unix, Bash",I was about one year out of high school and was taking an assortment of community college classes in an attempt to discover my passion. Despite initially being interested and excelling in the classes that I took my interest would soon dissipate. After deep introspection I came to the conclusion that I enjoy problem solving and being challenged. One day I stumbled upon a course on edX called CS50 which is offered by Harvard and within minutes I knew that computer science would be my major.,"My ability to work well under pressure coupled with my inquisitive nature which propels me to think outside the box and find unique solutions to challenging problems. Most notably, would be my incessant desire to constantly improve my skills and learn new technologies.","I value a company that invests in it's employees and provides ample opportunities for growth. Furthermore, I appreciate a company that takes steps to provide an inclusive workplace and foster a sense of community with its employees.",4,Computer Science,True,1,0,#NAME?,2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,True,True
46,CA,Toronto,Ontario,"New York City, NY",,0,3,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"Excel, Photoshop, MS Office",,,,4,Business and Law,True,2,0,Summer student at a law firm - research and writing primarily.,2,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
47,US,Boston,Massachusetts,"New York City, NY",,5,0,5,5,5,2,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,"I worked for a non-profit organization, Casa Esperanza, that helps members from the Latinx Community who are suffering from mental illness, addiction, and homelessness. I was in charge of all social media content, database management, and audio visuals. My greatest project was creating a complete Graduations video ceremony using creative cloud applications.","Adobe Photoshop, Illustrator, Adobe Premiere Pro, and Adobe Prelude.",,,,4,Computer Software and Media Applications,True,2,0,"Assisted with content creation and content tracking. Assisted with creating and updating campaign template. Posted campaign content to LinkedIn, Facebook, Twitter, Instagram, and the Casa Esperanza, Inc. website. Collected memories from staff and alumni who have attended previous graduations by using text, audio, video, and/or photo capture to build a library of source content. Assisted in preparing and editing content for use in graduation
participation campaign and audio/visual presentation.Engaged current clients in community building and working on projects/performances to honor graduates. Translated documents from Spanish to English.",2,False,True,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
48,US,New York City,New York,"New York City, NY","Film Production, Adobe Premiere, After Effects, Final Cut Pro, iMovie",0,0,5,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,,"Adobe Photoshop, Adobe Premiere, After Effects, Final Cut Pro, iMovie",,,,4,Entertainment Technology,True,3,3,"• Scouted Times Square, Herald Square and other tourist sight-seeing venues and filmed video clips of
Microsoft ads for client presentations. 
• Created a database of YouTube videos about Amazon, Apple, Google and Microsoft. 
• Showcased and distributed fliers that promote M:United’s internal workshops on Creativity. 
• Edited video clips for advertisements using Adobe Premiere and After Effects. 
• Researched the Internet, identified and selected photographs and video clips of L’Oreal products and consumers. 
• Created Excel spreadsheets to label and track CRAFT NY archives of film, photographs and equipment 
that is no longer used.",2,True,False,"Paid internships, Permanent / Long-term work",Full-time (at least 40 hours per week),0.0,1.0,True,False,True,False,True
49,US,New York City,New York,Neither of them,,4,0,4,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"Excel, Powerpoint, Google Docs, Google Sheets, Wordpress, Adobe Premiere, and Adobe Audition",,,,4,Integrated Digital Media,True,3,3,Entered names and contact information for clients of divorce mediation service provider. Kept track of the company mailing list.,1,True,False,"Permanent / Long-term work, Unpaid internships, Paid internships, Contract work / Short-term work",Part-time (less than 40 hours per week),0.0,0.0,False,True,True,True,True
50,US,Houston,Texas,"Dallas, TX",No.,5,5,5,0,5,2,2,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,I recently completed a 24-week intensive web development program focused on gaining technical programming skills during the pandemic and working full time.  The weekly assignments were challenging constantly pushing me.  Starting from creating basic HTML and CSS webpages to creating full stack applications using MERN.  What kept me going was the passion I developed for coding throughout the 6 months.  Spending hours in front of a computer trying to get a line or lines of code to do a certain thing and then finally figuring it out!  There's nothing more exciting to me than that.,"MySQL, MongoDB, Express.js, Node.js, Github and Heroku","I recently completed a 24-week intensive web development program focused on gaining technical programming skills.  The weekly assignments were challenging constantly pushing me.  Starting from creating basic HTML and CSS webpages to creating full stack applications using MERN.  What kept me going was the passion I developed for coding throughout the 6 months.  Spending hours in front of a computer trying to get a line of code to work and finally figuring it out, there is no better feeling!","In my previous jobs I have always been able to adapt to the changing environment and excel, more so now than ever.  My hard work ethic is contagious and helps elevate those around me.  My willingness to constantly learn keeps me competitive month in and month out.",My ideal workplace would be an environment where everyone is on the same page and everyone's talents are allowed to flourish.  I work best where there is strong leadership.,4,Computer Information Systems,True,4,0,Adapted to the changing environment and delivered extraordinary customer service earning superb client survey scores of 10 out of 10. Reaching out to clients during the pandemic to check on their well being resulting in gaining the clients trust and building a relationship.,2,True,False,"Paid internships, Permanent / Long-term work",Full-time (at least 40 hours per week),1.0,0.0,True,False,True,False,True
51,US,Austin,Texas,"Dallas, TX",,5,5,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4,Business Management,True,4,0,"Write code with programming languages such as React, HTML, Javascript, and Typescript.
Produce, maintain, modify websites, and user interfaces for easy navigation.
Implementing user friendly visual elements to see and interact with on the website. 
Employ agile methodologies to deliver projects on time and within scope. 
Attend sprint meetings with project managers and lead developers to discuss progress and new ideas.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",1.0,0.0,True,True,True,True,True
52,US,Seattle,Washington,"New York City, NY",Content Creator,5,5,4,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,1,0,0,0,0,"RocketList was an open-ended forum for quick answers, featuring live chat. Full-stack in nature, I was responsible for front-end routing and requests as well as design and animations.","Excel, Premiere Pro",,,,4,Civil and Environmental Engineering,True,3,0,I supported students with whole curriculum topics through a full-stack web development certificate course. I had to clearly communicate abstract programming topics to people with varying technical backgrounds in one-on-one sessions which led students to better understanding of programming concepts,1,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work, Unpaid internships","Full-time (at least 40 hours per week), Part-time (less than 40 hours per week)",0.0,1.0,True,True,True,True,True
53,US,Taylors,South Carolina,"New York City, NY","Editorial proofreader, writer.",5,3,4,0,0,2,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,"Google Book: an app which uses the Google Books API to help users search for books, view summaries, and save books for later viewing. Also allows users to delete books from their saved list.",Microsoft Office,"From the time I was four, I have been actively involved in creative pursuits, especially building worlds and experiences through writing stories and drawing characters and landscapes. When I discovered coding, it piqued my interest because it combined functionality AND aesthetics. What's more, it had many of the same powers as writing and drawing; it could inspire and educate, entertain and persuade. It had the power to reach millions of people and change the world.","I bring a collaborative mindset and openness to feedback. Coming from a background of psychology and social work, I have over five years of experience working closely with others to bring about desired results. In addition, I consistently seek feedback on how I'm doing and what I can improve. Finally, I am a hard worker with the drive and motivation to keep going and finish projects where others might have given up.","An ideal workplace would have values of diversity and inclusion as well as responsibility and honesty. A diverse workforce means that the company looks for people from different backgrounds to bring new ideas and perspectives to the table. I also highly value responsibility and honesty because I believe it is more important to be open and transparent with stakeholders, clients, and fellow employees than to cover up mistakes or scapegoat to avoid taking responsibility for one's actions.",4,Social Work,True,3,0,"Coordinated discharge planning, located placements for patients, facilitated family care plan meetings, conducted group sessions with patients, completed intakes and admissions assessments, participated in interdisciplinary team meetings, assisted with social work duties on the Medical/Surgical unit.",1,True,False,"Unpaid internships, Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.0,1.0,True,True,True,True,True
54,US,San Francisco,California,I'm Not Sure,No,4,3,5,5,0,2,2,2,0,0,0,0,2,3,0,2,0,2,3,0,0,0,0,0,"Having worked as a software engineer for quite some time now, I have completed my UX/UI design certificate from UC Berkeley certification(Intensive course for 6 months). This shows my passion for the UX/UI designer career path. I would love to design user-centric designs with empathy. I work with passion and love to solve user challenges .","Figma, Adobe photoshop, Sketch, Invision, Miro Trello, Microsoft office suite and google suite",,,,4,computer science,True,4,0,"Currently working as a freelance UX/UI designer on a website design project. The project is to design and develop a new website for the law firm in the bay area. Conducted user research, worked on the information architecture using the user flow and task flow diagrams. Developed the wireframes and presented to the stakeholders. Iterated through the process and finally got the approval from the client. Currently working on the user guide and clickable prototype.",2,True,False,"Paid internships, Contract work / Short-term work, Permanent / Long-term work","Part-time (less than 40 hours per week), Full-time (at least 40 hours per week)",0.5,0.5,True,True,True,True,True
